protocol,port,service,description
UDP,480,smwan,iafdbase
UDP,481,acms,Ph service
UDP,482,starfish,bgs-nsi
UDP,483,eis,ulpnet
UDP,484,eisp,Integra Software Management Environment
UDP,485,mapper-nodemgr,Air Soft Power Burst
UDP,486,mapper-mapethd,avian
UDP,487,mapper-ws_ethd,saft Simple Asynchronous File Transfer
UDP,488,centerline,gss-HTTP
UDP,489,dcs-config,nest-protocol
UDP,490,bv-queryengine,micom-pfs
UDP,491,bv-is,go-login
UDP,492,bv-smcsrv,Transport Independent Convergence for FNA
UDP,493,bv-ds,Transport Independent Convergence for FNA
UDP,494,bv-agent,POV-Ray
UDP,495,iss-mgmt-ssl,intecourier
UDP,496,abcsoftware,PIM-RP-DISC
UDP,497,agentsease-db,dantz
UDP,498,dnx,siam
UDP,499,nvcnet,ISO ILL Protocol
UDP,500,isakmp,ISAKMP
UDP,501,stmf,STMF
UDP,502,pxc-spvr-ft,asa-appl-proto
UDP,503,pxc-splr-ft,Intrinsa
UDP,504,pxc-roid,citadel
UDP,505,pxc-pin,mailbox-lm
UDP,506,pxc-spvr,ohimsrv
UDP,507,pxc-splr,crs
UDP,508,netcheque,xvttp
UDP,509,chimera-hwm,snare
UDP,510,samsung-unidex,FirstClass Protocol
UDP,511,altserviceboot,PassGo
UDP,512,pda-gate,used by mail system to notify users
UDP,513,acl-manager,maintains data bases showing who's
UDP,514,taiclock,BSD syslogd
UDP,515,talarian-mcast1,spooler
UDP,516,talarian-mcast2,videotex
UDP,517,talarian-mcast3,like tenex link but across
UDP,518,talarian-mcast4,talkd
UDP,519,talarian-mcast5,unixtime
UDP,520,trap,Routing Information Protocol
UDP,521,nexus-portal,ripng
UDP,522,dnox,ULP
UDP,523,esnm-zoning,IBM-DB2
UDP,524,tnp1-port,NCP
UDP,525,partimage,timeserver
UDP,526,as-debug,newdate
UDP,527,bxp,Stock IXChange
UDP,528,dtserver-port,Customer IXChange
UDP,529,ip-qsig,IRC-SERV
UDP,530,jdmn-port,rpc
UDP,531,suucp,chat
UDP,532,vrts-auth-port,readnews
UDP,533,sanavigator,for emergency broadcasts
UDP,534,ubxd,MegaMedia Admin
UDP,535,wap-push-http,iiop
UDP,536,wap-push-https,opalis-rdv
UDP,537,ravehd,Networked Media Streaming Protocol
UDP,538,fazzt-ptp,gdomap
UDP,539,fazzt-admin,Apertus Technologies Load Determination
UDP,540,yo-main,uucpd
UDP,541,houston,uucp-rlogin
UDP,542,ldxp,commerce
UDP,543,nirp,kerberos (v4/v5)
UDP,544,ltp,krcmd
UDP,545,npp,appleqtcsrvr
UDP,546,acp-proto,DHCPv6 Client
UDP,547,ctp-state,DHCPv6 Server
UDP,548,wafs,AFP over TCP
UDP,549,cisco-wafs,IDFP
UDP,550,cppdp,new-who
UDP,551,interact,cybercash
UDP,552,ccu-comm-1,deviceshare
UDP,553,ccu-comm-2,pirp
UDP,554,ccu-comm-3,Real Time Stream Control Protocol
UDP,555,lms,phAse Zero backdoor (Windows) / dsf
UDP,556,wfm,rfs server
UDP,557,kingfisher,openvms-sysipc
UDP,558,dlms-cosem,SDNSKMP
UDP,559,dsmeter_iatc,TEEDTAP
UDP,560,ice-location,rmonitord
UDP,561,ice-slocation,monitor
UDP,562,ice-router,chcmd
UDP,563,ice-srouter,NNTP protocol over TLS/SSL
UDP,564,avanti_cdp,plan 9 file service
UDP,565,pmas,whoami
UDP,566,idp,streettalk
UDP,567,ipfltbcst,banyan-rpc
UDP,568,minger,microsoft shuttle
UDP,569,tripe,microsoft rome
UDP,570,aibkup,demon
UDP,571,zieto-sock,udemon
UDP,572,iRAPP,sonar
UDP,573,cequint-cityid,banyan-vip
UDP,574,perimlan,FTP Software Agent System
UDP,575,seraph,VEMMI
UDP,576,ascomalarm,ipcd
UDP,577,,vnas
UDP,578,santools,ipdd
UDP,579,lorica-in,decbsrv
UDP,580,lorica-in-sec,SNTP HEARTBEAT
UDP,581,lorica-out,Bundle Discovery Protocol
UDP,582,lorica-out-sec,SCC Security
UDP,583,fortisphere-vm,Philips Video-Conferencing
UDP,584,,Key Server
UDP,585,ftsync,IMAP4+SSL
UDP,586,,Password Change
UDP,587,,Submission
UDP,588,opencore,CAL
UDP,589,omasgport,EyeLink
UDP,590,ewinstaller,TNS CML
UDP,591,ewdgs,FileMaker Inc. - HTTP Alternate
UDP,592,pvxpluscs,Eudora Set
UDP,593,sysrqd,HTTP RPC Ep Map
UDP,594,xtgui,TPIP
UDP,595,bre,CAB Protocol
UDP,596,patrolview,SMSD
UDP,597,drmsfsd,PTC Name Service
UDP,598,dpcp,SCO Web Server Manager 3
UDP,599,igo-incognito,Aeolon Core Protocol
UDP,600,brlp-0,Sun IPC server
UDP,606,brlp-1,Cray Unified Resource Manager
UDP,607,brlp-2,nqs
UDP,608,brlp-3,Sender-Initiated/Unsolicited File Transfer
UDP,609,shofar,npmp-trap
UDP,610,synchronite,npmp-local
UDP,611,j-ac,npmp-gui
UDP,612,accel,HMMP Indication
UDP,613,izm,HMMP Operation
UDP,614,g2tag,SSLshell
UDP,615,xgrid,Internet Configuration Manager
UDP,616,apple-vpns-rp,SCO System Administration Server
UDP,617,aipn-reg,SCO Desktop Administration Server
UDP,618,jomamqmonitor,DEI-ICDA
UDP,619,cds,Digital EVM
UDP,620,smartcard-tls,SCO WebServer Manager
UDP,621,hillrserv,ESCP
UDP,622,netscript,Collaborator
UDP,623,assuria-slm,Aux Bus Shunt
UDP,624,,Crypto Admin
UDP,625,e-builder,DEC DLM
UDP,626,fprams,ASIA
UDP,627,z-wave,PassGo Tivoli
UDP,628,tigv2,QMQP
UDP,629,opsview-envoy,3Com AMP3
UDP,630,ddrepl,RDA
UDP,631,unikeypro,IPP (Internet Printing Protocol)
UDP,632,nufw,bmpp
UDP,633,nuauth,Service Status update (Sterling Software)
UDP,634,fronet,ginad
UDP,635,stars,RLZ DBase
UDP,636,nuts_dem,LDAP protocol over TLS/SSL
UDP,637,nuts_bootp,lanserver
UDP,638,nifty-hmi,mcns-sec
UDP,639,cl-db-attach,MSDP
UDP,640,cl-db-request,entrust-sps
UDP,641,cl-db-remote,repcmd
UDP,642,nettest,ESRO-EMSDP V1.3
UDP,643,thrtx,SANity
UDP,644,cedros_fds,dwr
UDP,645,oirtgsvc,PSSC
UDP,646,oidocsvc,LDP
UDP,647,oidsr,DHCP Failover
UDP,648,vvr-control,Registry Registrar Protocol (RRP)
UDP,649,tgcconnect,Aminet
UDP,650,vrxpservman,OBEX
UDP,651,hhb-handheld,IEEE MMS
UDP,652,agslb,UDLR_DTCP
UDP,653,PowerAlert-nsa,RepCmd
UDP,654,menandmice_noh,AODV
UDP,655,idig_mux,TINC
UDP,656,mbl-battd,SPMP
UDP,657,atlinks,RMC
UDP,658,bzr,TenFold
UDP,659,stat-results,URL Rendezvous
UDP,660,stat-scanner,MacOS Server Admin
UDP,661,stat-cc,HAP
UDP,662,nss,PFTP
UDP,663,jini-discovery,PureNoise
UDP,664,omscontact,Secure Aux Bus
UDP,665,omstopology,Sun DR
UDP,666,silverpeakpeer,doom Id Software
UDP,667,silverpeakcomm,campaign contribution disclosures - SDR Technologies
UDP,668,altcp,MeComm
UDP,669,joost,MeRegister
UDP,670,ddgn,VACDSM-SWS
UDP,671,pslicser,VACDSM-APP
UDP,672,iadt-disc,VPPS-QUA
UDP,673,,CIMPLEX
UDP,674,,ACAP
UDP,675,pcoip,DCTP
UDP,676,mma-discovery,VPPS Via
UDP,677,sm-disc,Virtual Presence Protocol
UDP,678,,GNU Generation Foundation NCP
UDP,679,,MRM
UDP,680,wello,entrust-aaas
UDP,681,storman,entrust-aams
UDP,682,MaxumSP,XFR
UDP,683,httpx,CORBA IIOP
UDP,684,macbak,CORBA IIOP SSL
UDP,685,pcptcpservice,MDC Port Mapper
UDP,686,cyborgnet,Hardware Control Protocol Wismar
UDP,687,universe_suite,asipregistry
UDP,688,wcpp,REALM-RUSD
UDP,689,,NMAP
UDP,690,,VATP
UDP,691,vatata,MS Exchange Routing
UDP,692,,Hyperwave-ISP
UDP,693,,connendp
UDP,694,dsmipv6,ha-cluster
UDP,695,azeti-bd,IEEE-MMS-SSL
UDP,696,,RUSHD
UDP,697,hctl,UUIDGEN
UDP,698,eims-admin,OLSR
UDP,704,vrml-multi-use,errlog copy/server daemon
UDP,705,vrml-multi-use,AgentX
UDP,706,vrml-multi-use,SILC
UDP,707,vrml-multi-use,Borland DSJ
UDP,709,vrml-multi-use,Entrust Key Management Service Handler
UDP,710,vrml-multi-use,Entrust Administration Service Handler
UDP,711,vrml-multi-use,Cisco TDP
UDP,729,vrml-multi-use,IBM NetView DM/6000 Server/Client
UDP,730,vrml-multi-use,IBM NetView DM/6000 send/tcp
UDP,731,vrml-multi-use,IBM NetView DM/6000 receive/tcp
UDP,740,vrml-multi-use,(old) NETscout Control Protocol (old)
UDP,741,vrml-multi-use,netGW
UDP,742,vrml-multi-use,Network based Rev. Cont. Sys.
UDP,744,vrml-multi-use,Flexible License Manager
UDP,747,vrml-multi-use,Fujitsu Device Control
UDP,748,vrml-multi-use,Russell Info Sci Calendar Manager
UDP,749,vrml-multi-use,kerberos administration
UDP,750,vrml-multi-use,kerberos version iv
UDP,751,vrml-multi-use,pump
UDP,752,vrml-multi-use,Kerberos password server
UDP,753,vrml-multi-use,Kerberos userreg server
UDP,754,vrml-multi-use,send
UDP,758,vrml-multi-use,nlogin
UDP,759,vrml-multi-use,con
UDP,760,vrml-multi-use,ns
UDP,761,vrml-multi-use,rxe
UDP,762,vrml-multi-use,quotad
UDP,763,vrml-multi-use,cycleserv
UDP,764,vrml-multi-use,omserv
UDP,765,vrml-multi-use,webster
UDP,767,vrml-multi-use,phone
UDP,769,vrml-multi-use,vid
UDP,770,vrml-multi-use,cadlock
UDP,771,vrml-multi-use,rtip
UDP,772,vrml-multi-use,cycleserv2
UDP,773,vrml-multi-use,notify
UDP,774,vrml-multi-use,acmaint_dbd
UDP,775,vrml-multi-use,acmaint_transd
UDP,776,vrml-multi-use,wpages
UDP,777,vrml-multi-use,Multiling HTTP
UDP,780,vrml-multi-use,wpgs
UDP,781,vrml-multi-use,HP performance data collector
UDP,782,vrml-multi-use,node HP performance data managed node
UDP,783,vrml-multi-use,HP performance data alarm manager
UDP,786,vrml-multi-use,Concert
UDP,787,vrml-multi-use,QSC
UDP,800,vrml-multi-use,mdbs_daemon
UDP,801,vrml-multi-use,device
UDP,810,vrml-multi-use,FCP Datagram
UDP,828,vrml-multi-use,itm-mcell-s
UDP,829,vrml-multi-use,PKIX-3 CA/RA
UDP,873,vrml-multi-use,rsync
UDP,886,vrml-multi-use,ICL coNETion locate server
UDP,887,vrml-multi-use,ICL coNETion server info
UDP,888,vrml-multi-use,AccessBuilder
UDP,900,vrml-multi-use,OMG Initial Refs
UDP,901,vrml-multi-use,SMPNAMERES
UDP,902,vrml-multi-use,IDEAFARM-CHAT
UDP,903,vrml-multi-use,IDEAFARM-CATCH
UDP,911,vrml-multi-use,xact-backup
UDP,989,vrml-multi-use,FTP protocol data over TLS/SSL
UDP,990,vrml-multi-use,FTP protocol control over TLS/SSL
UDP,991,vrml-multi-use,Netnews Administration System
UDP,992,vrml-multi-use,Telnet protocol over TLS/SSL
UDP,993,vrml-multi-use,IMAP4 protocol over TLS/SSL
UDP,994,vrml-multi-use,IRC protocol over TLS/SSL
UDP,995,vrml-multi-use,POP3 protocol over TLS/SSL / W32/Sobig virus
UDP,996,vrml-multi-use,vsinet / W32/Sobig virus
UDP,997,vrml-multi-use,maitrd / W32/Sobig virus
UDP,998,vrml-multi-use,puparp / W32/Sobig virus
UDP,999,vrml-multi-use,Applix ac / W32/Sobig virus
UDP,1000,vrml-multi-use,ock
UDP,1008,vrml-multi-use,Solaris
UDP,1010,vrml-multi-use,surf
UDP,1012,vrml-multi-use,This is rstatd on a openBSD box
UDP,1023,vrml-multi-use,Reserved
UDP,1024,vrml-multi-use,Reserved
UDP,1025,vrml-multi-use,network blackjack
UDP,1030,vrml-multi-use,BBN IAD
UDP,1031,vrml-multi-use,BBN IAD
UDP,1032,vrml-multi-use,BBN IAD
UDP,1047,vrml-multi-use,Sun's NEO Object Request Broker
UDP,1048,vrml-multi-use,Sun's NEO Object Request Broker
UDP,1049,vrml-multi-use,Tobit David Postman VPMN
UDP,1050,vrml-multi-use,CORBA Management Agent
UDP,1051,vrml-multi-use,Optima VNET
UDP,1052,vrml-multi-use,Dynamic DNS Tools
UDP,1053,vrml-multi-use,Remote Assistant (RA)
UDP,1054,vrml-multi-use,BRVREAD
UDP,1055,vrml-multi-use,ANSYS - License Manager
UDP,1056,vrml-multi-use,VFO
UDP,1057,vrml-multi-use,STARTRON
UDP,1058,vrml-multi-use,nim
UDP,1059,vrml-multi-use,nimreg
UDP,1060,vrml-multi-use,POLESTAR
UDP,1061,vrml-multi-use,KIOSK
UDP,1062,vrml-multi-use,Veracity
UDP,1063,vrml-multi-use,KyoceraNetDev
UDP,1064,vrml-multi-use,JSTEL
UDP,1065,vrml-multi-use,SYSCOMLAN
UDP,1066,corelccam,FPO-FNS
UDP,1067,d-data,Installation Bootstrap Proto. Serv.
UDP,1068,d-data-control,Installation Bootstrap Proto. Cli.
UDP,1069,srcp,COGNEX-INSIGHT
UDP,1070,owserver,GMRUpdateSERV
UDP,1071,batman,BSQUARE-VOIP
UDP,1072,pinghgl,CARDAX
UDP,1073,trueconf,BridgeControl
UDP,1074,compx-lockview,FASTechnologies License Manager
UDP,1075,dserver,RDRMSHC
UDP,1076,mirrtex,DAB STI-C
UDP,1077,,IMGames
UDP,1078,,eManageCstp
UDP,1079,,ASPROVATalk
UDP,1080,,Socks
UDP,1081,,PVUNIWIEN
UDP,1082,fdt-rcatp,AMT-ESD-PROT
UDP,1083,rwhois,Anasoft License Manager
UDP,1084,trim-event,Anasoft License Manager
UDP,1085,trim-ice,Web Objects
UDP,1086,,CPL Scrambler Logging
UDP,1087,geognosisman,CPL Scrambler Internal
UDP,1088,geognosis,CPL Scrambler Alarm Log
UDP,1089,jaxer-web,FF Annunciation
UDP,1090,jaxer-manager,FF Fieldbus Message Specification
UDP,1091,,FF System Management
UDP,1092,,OBRPD
UDP,1093,,PROOFD
UDP,1094,ahsp,ROOTD
UDP,1095,,NICELink
UDP,1096,,Common Name Resolution Protocol
UDP,1097,,Sun Cluster Manager
UDP,1098,gaia,RMI Activation
UDP,1099,lisp-data,RMI Registry
UDP,1100,lisp-control,MCTP
UDP,1101,unicall,PT2-DISCOVER
UDP,1102,vinainstall,ADOBE SERVER 1
UDP,1103,m4-network-as,ADOBE SERVER 2
UDP,1104,elanlm,XRL
UDP,1105,lansurveyor,FTRANHC
UDP,1106,itose,ISOIPSIGPORT-1
UDP,1107,fsportmap,ISOIPSIGPORT-2
UDP,1108,net-device,ratio-adp
UDP,1110,plcy-net-svcs,Client status info
UDP,1111,pjlink,LM Social Server
UDP,1112,f5-iquery,Intelligent Communication Protocol
UDP,1114,qsnet-trans,Mini SQL
UDP,1115,qsnet-workst,ARDUS Transfer
UDP,1116,qsnet-assist,ARDUS Control
UDP,1117,qsnet-cond,ARDUS Multicast Transfer
UDP,1123,qsnet-nucl,Murray
UDP,1155,omabcastltkm,Network File Access
UDP,1161,,Health Polling
UDP,1162,nacnl,Health Trap
UDP,1167,afore-vdp-disc,conference calling
UDP,1169,,TRIPWIRE
UDP,1180,wxbrief,Millicent Client Proxy
UDP,1188,epmd,HP Web Admin
UDP,1200,elpro_tunnel,SCOL
UDP,1201,l2c-disc,Nucleus Sand
UDP,1202,l2c-data,caiccipc
UDP,1203,remctl,License Validation
UDP,1204,,Log Request Listener
UDP,1205,tolteces,Accord-MGC
UDP,1206,bip,Anthony Data
UDP,1207,cp-spxsvr,MetaSage
UDP,1208,cp-spxdpy,SEAGULL AIS
UDP,1209,ctdb,IPCD3
UDP,1210,xandros-cms,EOSS
UDP,1211,wiegand,Groove DPP
UDP,1212,,lupa
UDP,1213,,MPC LIFENET
UDP,1214,,KAZAA
UDP,1215,apwi-disc,scanSTAT 1.0
UDP,1216,omnivisionesx,ETEBAC 5
UDP,1217,,HPSS-NDAPI
UDP,1218,ds-srv,AeroFlight-ADs
UDP,1219,ds-srvr,AeroFlight-Ret
UDP,1220,ds-clnt,QT SERVER ADMIN
UDP,1221,ds-user,SweetWARE Apps
UDP,1222,ds-admin,SNI R&D network
UDP,1223,ds-mail,TGP
UDP,1224,ds-slp,VPNz
UDP,1225,,SLINKYSEARCH
UDP,1226,,STGXFWS
UDP,1227,,DNS2Go
UDP,1228,,FLORENCE
UDP,1229,,Novell ZFS
UDP,1234,smallchat,Infoseek Search Agent
UDP,1239,avi-nms-disc,NMSD
UDP,1248,,hermes
UDP,1300,,H323 Host Call Secure
UDP,1310,pjj-player-disc,Husky
UDP,1311,,RxMon
UDP,1312,axysbridge,STI Envision
UDP,1313,,BMC_PATROLDB
UDP,1314,nvme,Photoscript Distributed Printing System
UDP,1319,,Panja-ICSP
UDP,1320,,Panja-AXBNET
UDP,1321,,PIP
UDP,1335,netrockey6,Digital Notary Protocol
UDP,1345,beacon-port-2,VPJP
UDP,1346,,Alta Analytics License Manager
UDP,1347,,multi media conferencing
UDP,1348,,multi media conferencing
UDP,1349,rsqlserver,Registration Network Protocol
UDP,1350,,Registration Network Protocol
UDP,1351,l-acoustics,Digital Tool Works (MIT)
UDP,1352,,Lotus Note
UDP,1353,netblox,Relief Consulting
UDP,1354,saris,RightBrain Software
UDP,1355,pharos,Intuitive Edge
UDP,1356,nv-video,CuillaMartin Company
UDP,1357,upnotifyp,Electronic PegBoard
UDP,1358,n1-fwp,CONNLCLI
UDP,1359,n1-rmgmt,FTSRV
UDP,1360,asc-slmd,MIMER
UDP,1361,privatewire,LinX
UDP,1362,camp,TimeFlies
UDP,1363,ctisystemmsg,Network DataMover Requester
UDP,1364,ctiprogramload,Network DataMover Server
UDP,1365,nssalertmgr,Network Software Associates
UDP,1366,nssagentmgr,Novell NetWare Comm Service Platform
UDP,1367,prchat-user,DCS
UDP,1368,prchat-server,ScreenCast
UDP,1369,prRegister,GlobalView to Unix Shell
UDP,1370,mcp,Unix Shell to GlobalView
UDP,1371,hpssmgmt,Fujitsu Config Protocol
UDP,1372,,Fujitsu Config Protocol
UDP,1373,icms,Chromagrafx
UDP,1374,,EPI Software Systems
UDP,1375,awacs-ice,Bytex
UDP,1376,ipsec-nat-t,IBM Person to Person Software
UDP,1377,a25-fap-fgw,Cichlid License Manager
UDP,1378,armagetronad,Elan License Manager
UDP,1379,ehs,Integrity Solutions
UDP,1380,ehs-ssl,Telesis Network License Manager
UDP,1381,wssauthsvc,Apple Network License Manager
UDP,1382,swx-gate,udt_os
UDP,1383,worldscores,GW Hannaway Network License Manager
UDP,1384,sf-lm,Objective Solutions License Manager
UDP,1385,lanner-lm,Atex Publishing License Manager
UDP,1386,synchromesh,CheckSum License Manager
UDP,1387,aegate,Computer Aided Design Software Inc LM
UDP,1388,gds-adppiw-db,Objective Solutions DataBase Cache
UDP,1389,ieee-mih,Document Manager
UDP,1390,menandmice-mon,Storage Controller
UDP,1391,,Storage Access Server
UDP,1392,msfrs,Print Manager
UDP,1393,rsip,Network Log Server
UDP,1394,dtn-bundle,Network Log Client
UDP,1395,mtcevrunqss,PC Workstation Manager software
UDP,1396,mtcevrunqman,DVL Active Mail
UDP,1397,hylafax,Audio Active Mail
UDP,1398,,Video Active Mail
UDP,1399,kwtc,Cadkey License Manager
UDP,1400,tram,Cadkey Tablet Daemon
UDP,1401,bmc-reporting,Goldleaf License Manager
UDP,1402,iax,Prospero Resource Manager
UDP,1403,,Prospero Resource Manager
UDP,1404,,Infinite Graphics License Manager
UDP,1405,,IBM Remote Execution Starter
UDP,1406,l3t-at-an,NetLabs License Manager
UDP,1407,hrpd-ith-at-an,DBSA License Manager
UDP,1408,ipt-anri-anri,Sophia License Manager
UDP,1409,ias-session,Here License Manager
UDP,1410,ias-paging,HiQ License Manager
UDP,1411,ias-neighbor,AudioFile
UDP,1412,a21-an-1xbs,InnoSys
UDP,1413,a16-an-an,Innosys-ACL
UDP,1414,a17-an-an,IBM MQSeries
UDP,1415,piranha1,DBStar
UDP,1416,piranha2,Novell LU6.2
UDP,1417,,Timbuktu Service 1 Port
UDP,1418,,Timbuktu Service 2 Port
UDP,1419,,Timbuktu Service 3 Port
UDP,1420,,Timbuktu Service 4 Port
UDP,1421,ventoso,Gandalf License Manager
UDP,1422,playsta2-app,Autodesk License Manager
UDP,1423,playsta2-lob,Essbase Arbor Software
UDP,1424,smaclmgr,Hybrid Encryption Protocol
UDP,1425,kar2ouche,Zion Software License Manager
UDP,1426,oms,Satellite-data Acquisition System 1
UDP,1427,noteit,mloadd monitoring tool
UDP,1428,ems,Informatik License Manager
UDP,1429,contclientms,Hypercom NMS
UDP,1430,eportcomm,Hypercom TPDU
UDP,1431,mmacomm,Reverse Gossip Transport
UDP,1432,mmaeds,Blueberry Software License Manager
UDP,1433,eportcommdata,Microsoft-SQL-Server
UDP,1434,light,Microsoft-SQL-Monitor
UDP,1435,acter,IBM CICS
UDP,1436,rfa,Satellite-data Acquisition System 2
UDP,1437,cxws,Tabula
UDP,1438,appiq-mgmt,Eicon Security Agent/Server
UDP,1439,dhct-status,Eicon X25/SNA Gateway
UDP,1440,dhct-alerts,Eicon Service Location Protocol
UDP,1441,bcs,Cadis License Management
UDP,1442,traversal,Cadis License Management
UDP,1443,mgesupervision,Integrated Engineering Software
UDP,1444,mgemanagement,Marcam License Management
UDP,1445,parliant,Proxima License Manager
UDP,1446,finisar,Optical Research Associates License Manager
UDP,1447,spike,Applied Parallel Research LM
UDP,1448,rfid-rp1,OpenConnect License Manager
UDP,1449,autopac,PEport
UDP,1450,msp-os,Tandem Distributed Workbench Facility
UDP,1451,nst,IBM Information Management
UDP,1452,mobile-p2p,GTE Government Systems License Man
UDP,1453,altovacentral,Genie License Manager
UDP,1454,prelude,interHDL License Manager
UDP,1455,mtn,ESL License Manager
UDP,1456,conspiracy,DCA
UDP,1457,netxms-agent,Valisys License Manager
UDP,1458,netxms-mgmt,Nichols Research Corp.
UDP,1459,netxms-sync,Proshare Notebook Application
UDP,1460,,Proshare Notebook Application
UDP,1461,,IBM Wireless LAN
UDP,1462,world-lm,World License Manager
UDP,1463,truckstar,Nucleus
UDP,1464,a26-fap-fgw,MSL License Manager
UDP,1465,fcis-disc,Pipes Platform mfarlin@peerlogic.com
UDP,1466,capmux,Ocean Software License Manager
UDP,1467,gsmtap,CSDMBASE
UDP,1468,gearman,CSDM
UDP,1469,,Active Analysis Limited License Manager
UDP,1470,ohmtrigger,Universal Analytics
UDP,1471,,csdmbase
UDP,1472,ipdr-sp,csdm
UDP,1473,solera-lpn,OpenMath
UDP,1474,ipfix,Telefinder
UDP,1475,ipfixs,Taligent License Manager
UDP,1476,lumimgrd,clvm-cfg
UDP,1477,sicct-sdp,ms-sna-server
UDP,1478,openhpid,ms-sna-base
UDP,1479,ifsp,dberegister
UDP,1480,fmp,PacerForum
UDP,1481,intelliadm-disc,AIRS
UDP,1482,,Miteksys License Manager
UDP,1483,profilemac,AFS License Manager
UDP,1484,ssad,Confluent License Manager
UDP,1485,spocp,LANSource
UDP,1486,snap,nms_topo_serv
UDP,1487,simon-disc,LocalInfoSrvr
UDP,1488,gre-in-udp,DocStor
UDP,1489,gre-udp-dtls,dmdocbroker
UDP,1490,,insitu-conf
UDP,1491,,anynetgateway
UDP,1492,bfd-multi-ctl,stone-design-1
UDP,1493,cncp,netmap_lm
UDP,1494,,ica
UDP,1495,,cvc
UDP,1496,,liberty-lm
UDP,1497,,rfx-lm
UDP,1498,,Sybase SQL Any
UDP,1499,,Federico Heinz Consultora
UDP,1500,iims,VLSI License Manager
UDP,1501,iwec,Satellite-data Acquisition System 3
UDP,1502,ilss,Shiva
UDP,1503,notateit-disc,Databeam
UDP,1504,aja-ntv4-disc,EVB Software Engineering License Manager
UDP,1505,htcp,Funk Software Inc.
UDP,1506,varadero-0,Universal Time daemon (utcd)
UDP,1507,varadero-1,symplex
UDP,1508,varadero-2,diagmond
UDP,1509,opcua-udp,Robcad Ltd. License Manager
UDP,1510,quosa,Midland Valley Exploration Ltd. Lic. Man.
UDP,1511,gw-asv,3l-l1
UDP,1512,opcua-tls,Microsoft's Windows Internet Name Service
UDP,1513,gw-log,Fujitsu Systems Business of America Inc
UDP,1514,wcr-remlib,Fujitsu Systems Business of America Inc
UDP,1515,contamac_icm,ifor-protocol
UDP,1516,wfc,Virtual Places Audio data
UDP,1517,appserv-http,Virtual Places Audio control
UDP,1518,appserv-https,Virtual Places Video data
UDP,1519,sun-as-nodeagt,Virtual Places Video control
UDP,1520,derby-repli,atm zip office
UDP,1521,unify-debug,nCube License Manager
UDP,1522,phrelay,Ricardo North America License Manager
UDP,1523,phrelaydbg,cichild
UDP,1524,cc-tracking,ingres
UDP,1525,wired,Prospero Directory Service non-priv
UDP,1526,tritium-can,Prospero Data Access Prot non-priv
UDP,1527,lmcs,oracle
UDP,1528,inst-discovery,micautoreg
UDP,1529,,oracle
UDP,1530,,rap-service
UDP,1531,socp-t,rap-listen
UDP,1532,socp-c,miroconnect
UDP,1533,,Virtual Places Software
UDP,1534,hivestor,micromuse-lm
UDP,1535,abbs,ampr-info
UDP,1536,,ampr-inter
UDP,1537,,isi-lm
UDP,1538,lyskom,3ds-lm
UDP,1539,radmin-port,Intellistor License Manager
UDP,1540,hfcs,rds
UDP,1541,,rds2
UDP,1542,,gridgen-elmd
UDP,1543,,simba-cs
UDP,1544,lutcp,aspeclmd
UDP,1545,bones,vistium-share
UDP,1546,,abbaccuray
UDP,1547,,laplink
UDP,1548,atsc-mh-ssc,Axon License Manager
UDP,1549,eq-office-4940,Shiva Sound
UDP,1550,eq-office-4941,Image Storage license manager 3M Company
UDP,1551,eq-office-4942,HECMTL-DB
UDP,1552,munin,pciarray
UDP,1553,sybasesrvmon,sna-cs
UDP,1554,pwgwims,CACI Products Company License Manager
UDP,1555,sagxtsds,livelan
UDP,1556,,AshWin CI Tecnologies
UDP,1557,ccss-qmm,ArborText License Manager
UDP,1558,ccss-qsm,xingmpeg
UDP,1559,,web2host
UDP,1560,,asci-val
UDP,1561,,facilityview
UDP,1562,,pconnectmgr
UDP,1563,mrip,Cadabra License Manager
UDP,1564,smar-se-port1,Pay-Per-View
UDP,1565,smar-se-port2,WinDD
UDP,1566,parallel,CORELVIDEO
UDP,1567,busycal,jlicelmd
UDP,1568,vrt,tsspmap
UDP,1569,hfcs-manager,ets
UDP,1570,commplex-main,orbixd
UDP,1571,commplex-link,Oracle Remote Data Base
UDP,1572,rfe,Chipcom License Manager
UDP,1573,fmpro-internal,itscomm-ns
UDP,1574,avt-profile-1,mvel-lm
UDP,1575,avt-profile-2,oraclenames
UDP,1576,wsm-server,moldflow-lm
UDP,1577,wsm-server-ssl,hypercube-lm
